start_time,end_time,peak_time,peak_flux,activity_level,confidence,duration_minutes
2026-06-05 00:28:33,2026-06-05 00:28:33,2026-06-05 00:28:33,21.0,3,68,0.0
2026-06-05 00:28:41,2026-06-05 00:29:26,2026-06-05 00:28:56,18.0,1,60,0.75
2026-06-05 00:29:30,2026-06-05 00:29:30,2026-06-05 00:29:30,25.0,2,64,0.0
2026-06-05 00:29:32,2026-06-05 00:29:32,2026-06-05 00:29:32,19.0,1,57,0.0
2026-06-05 00:29:34,2026-06-05 00:29:34,2026-06-05 00:29:34,18.0,2,63,0.0
2026-06-05 00:29:42,2026-06-05 00:30:04,2026-06-05 00:29:56,15.0,1,59,0.37
2026-06-05 00:30:20,2026-06-05 00:30:20,2026-06-05 00:30:20,17.0,3,67,0.0
2026-06-05 00:30:28,2026-06-05 00:30:43,2026-06-05 00:30:30,20.0,1,59,0.25
2026-06-05 00:30:58,2026-06-05 00:30:58,2026-06-05 00:30:58,15.0,2,62,0.0
2026-06-05 00:31:04,2026-06-05 00:31:13,2026-06-05 00:31:04,22.0,1,59,0.15
2026-06-05 00:31:20,2026-06-05 00:31:29,2026-06-05 00:31:20,19.0,2,64,0.15
2026-06-05 00:31:46,2026-06-05 00:32:48,2026-06-05 00:32:01,21.0,1,59,1.03
2026-06-05 00:32:53,2026-06-05 00:32:53,2026-06-05 00:32:53,23.0,2,61,0.0
2026-06-05 00:32:56,2026-06-05 00:33:27,2026-06-05 00:32:56,24.0,1,60,0.52
2026-06-05 00:33:41,2026-06-05 00:33:41,2026-06-05 00:33:41,17.0,2,61,0.0
2026-06-05 00:33:48,2026-06-05 00:33:48,2026-06-05 00:33:48,12.0,1,57,0.0
2026-06-05 00:34:05,2026-06-05 00:34:05,2026-06-05 00:34:05,25.0,3,67,0.0
2026-06-05 00:34:13,2026-06-05 00:35:17,2026-06-05 00:34:34,21.0,1,59,1.07
2026-06-05 00:35:34,2026-06-05 00:35:34,2026-06-05 00:35:34,23.0,3,67,0.0
2026-06-05 00:35:42,2026-06-05 00:35:52,2026-06-05 00:35:42,14.0,1,58,0.17
2026-06-05 00:35:57,2026-06-05 00:35:57,2026-06-05 00:35:57,14.0,2,61,0.0
2026-06-05 00:36:53,2026-06-05 00:37:29,2026-06-05 00:37:08,13.0,1,58,0.6
2026-06-05 00:37:37,2026-06-05 00:37:37,2026-06-05 00:37:37,12.0,2,63,0.0
2026-06-05 00:37:45,2026-06-05 00:38:13,2026-06-05 00:37:59,13.0,1,60,0.47
2026-06-05 00:38:27,2026-06-05 00:38:59,2026-06-05 00:38:27,11.0,2,62,0.53
2026-06-05 00:39:07,2026-06-05 00:39:16,2026-06-05 00:39:15,12.0,1,59,0.15
2026-06-05 00:39:22,2026-06-05 00:39:22,2026-06-05 00:39:22,14.0,2,62,0.0
2026-06-05 00:39:28,2026-06-05 00:39:32,2026-06-05 00:39:28,17.0,1,59,0.07
2026-06-05 00:39:38,2026-06-05 00:39:38,2026-06-05 00:39:38,18.0,3,68,0.0
2026-06-05 00:39:40,2026-06-05 00:39:57,2026-06-05 00:39:40,20.0,1,60,0.28
2026-06-05 00:40:02,2026-06-05 00:40:02,2026-06-05 00:40:02,11.0,2,63,0.0
2026-06-05 00:40:26,2026-06-05 00:40:26,2026-06-05 00:40:26,16.0,3,66,0.0
2026-06-05 00:40:33,2026-06-05 00:40:34,2026-06-05 00:40:33,14.0,1,58,0.02
2026-06-05 00:40:42,2026-06-05 00:40:42,2026-06-05 00:40:42,14.0,2,63,0.0
2026-06-05 00:40:47,2026-06-05 00:40:50,2026-06-05 00:40:47,17.0,1,59,0.05
2026-06-05 00:40:58,2026-06-05 00:40:58,2026-06-05 00:40:58,14.0,3,65,0.0
2026-06-05 00:41:09,2026-06-05 00:41:53,2026-06-05 00:41:38,16.0,1,60,0.73
2026-06-05 00:42:33,2026-06-05 00:42:33,2026-06-05 00:42:33,18.0,2,62,0.0
2026-06-05 00:42:43,2026-06-05 00:42:43,2026-06-05 00:42:43,11.0,1,59,0.0
2026-06-05 00:42:51,2026-06-05 00:42:51,2026-06-05 00:42:51,12.0,2,62,0.0
2026-06-05 00:42:59,2026-06-05 00:43:05,2026-06-05 00:42:59,16.0,1,59,0.1
2026-06-05 00:43:07,2026-06-05 00:43:30,2026-06-05 00:43:30,14.0,2,64,0.38
2026-06-05 00:43:34,2026-06-05 00:43:34,2026-06-05 00:43:34,16.0,1,59,0.0
2026-06-05 00:43:54,2026-06-05 00:43:54,2026-06-05 00:43:54,16.0,3,67,0.0
2026-06-05 00:44:19,2026-06-05 00:44:19,2026-06-05 00:44:19,14.0,2,63,0.0
2026-06-05 00:44:30,2026-06-05 00:44:30,2026-06-05 00:44:30,17.0,1,59,0.0
2026-06-05 00:44:34,2026-06-05 00:44:34,2026-06-05 00:44:34,13.0,2,64,0.0
2026-06-05 00:44:50,2026-06-05 00:44:54,2026-06-05 00:44:50,13.0,1,59,0.07
2026-06-05 00:44:58,2026-06-05 00:44:58,2026-06-05 00:44:58,11.0,2,61,0.0
2026-06-05 00:45:05,2026-06-05 00:45:05,2026-06-05 00:45:05,10.0,1,57,0.0
2026-06-05 00:45:22,2026-06-05 00:45:22,2026-06-05 00:45:22,10.0,2,63,0.0
2026-06-05 00:45:38,2026-06-05 00:45:38,2026-06-05 00:45:38,7.0,1,58,0.0
2026-06-05 00:46:18,2026-06-05 00:46:18,2026-06-05 00:46:18,14.0,3,65,0.0
2026-06-05 00:46:21,2026-06-05 00:46:42,2026-06-05 00:46:42,15.0,1,58,0.35
2026-06-05 00:46:49,2026-06-05 00:47:14,2026-06-05 00:46:49,11.0,2,62,0.42
2026-06-05 00:47:16,2026-06-05 00:47:36,2026-06-05 00:47:16,16.0,1,60,0.33
2026-06-05 00:47:38,2026-06-05 00:47:38,2026-06-05 00:47:38,11.0,2,62,0.0
2026-06-05 00:47:44,2026-06-05 00:47:53,2026-06-05 00:47:53,8.0,1,59,0.15
2026-06-05 00:48:09,2026-06-05 00:48:09,2026-06-05 00:48:09,13.0,3,65,0.0
2026-06-05 00:48:11,2026-06-05 00:50:39,2026-06-05 00:49:25,15.0,1,60,2.47
2026-06-05 00:50:40,2026-06-05 00:50:40,2026-06-05 00:50:40,13.0,2,62,0.0
2026-06-05 00:51:01,2026-06-05 00:51:04,2026-06-05 00:51:04,14.0,1,58,0.05
2026-06-05 00:51:12,2026-06-05 00:51:12,2026-06-05 00:51:12,14.0,2,63,0.0
2026-06-05 00:51:20,2026-06-05 00:51:28,2026-06-05 00:51:28,9.0,1,59,0.13
2026-06-05 00:51:36,2026-06-05 00:51:36,2026-06-05 00:51:36,9.0,2,60,0.0
2026-06-05 00:51:43,2026-06-05 00:51:43,2026-06-05 00:51:43,8.0,1,60,0.0
2026-06-05 00:51:52,2026-06-05 00:51:52,2026-06-05 00:51:52,10.0,2,61,0.0
2026-06-05 00:51:57,2026-06-05 00:52:32,2026-06-05 00:51:57,14.0,1,60,0.58
2026-06-05 00:52:36,2026-06-05 00:52:36,2026-06-05 00:52:36,14.0,2,64,0.0
2026-06-05 00:52:44,2026-06-05 00:52:56,2026-06-05 00:52:44,15.0,1,59,0.2
2026-06-05 00:52:59,2026-06-05 00:52:59,2026-06-05 00:52:59,14.0,3,66,0.0
2026-06-05 00:53:08,2026-06-05 00:53:16,2026-06-05 00:53:16,13.0,2,62,0.13
2026-06-05 00:53:24,2026-06-05 00:53:51,2026-06-05 00:53:40,13.0,1,60,0.45
2026-06-05 00:54:11,2026-06-05 00:54:11,2026-06-05 00:54:11,10.0,2,61,0.0
2026-06-05 00:54:19,2026-06-05 00:55:10,2026-06-05 00:54:19,12.0,1,59,0.85
2026-06-05 00:55:34,2026-06-05 00:55:34,2026-06-05 00:55:34,14.0,3,67,0.0
2026-06-05 00:55:39,2026-06-05 00:55:57,2026-06-05 00:55:57,13.0,1,57,0.3
2026-06-05 00:55:58,2026-06-05 00:55:58,2026-06-05 00:55:58,12.0,2,62,0.0
2026-06-05 00:56:09,2026-06-05 00:56:09,2026-06-05 00:56:09,13.0,1,57,0.0
2026-06-05 00:56:13,2026-06-05 00:56:21,2026-06-05 00:56:21,13.0,2,65,0.13
2026-06-05 00:56:29,2026-06-05 00:56:29,2026-06-05 00:56:29,7.0,1,57,0.0
2026-06-05 00:56:30,2026-06-05 00:56:30,2026-06-05 00:56:30,17.0,2,63,0.0
2026-06-05 00:56:37,2026-06-05 00:56:40,2026-06-05 00:56:40,8.0,1,59,0.05
2026-06-05 00:56:46,2026-06-05 00:56:46,2026-06-05 00:56:46,10.0,2,61,0.0
2026-06-05 00:56:55,2026-06-05 00:56:55,2026-06-05 00:56:55,3.0,1,59,0.0
2026-06-05 00:56:59,2026-06-05 00:56:59,2026-06-05 00:56:59,17.0,2,63,0.0
2026-06-05 00:57:03,2026-06-05 00:57:03,2026-06-05 00:57:03,12.0,1,59,0.0
2026-06-05 00:57:10,2026-06-05 00:57:10,2026-06-05 00:57:10,10.0,2,62,0.0
2026-06-05 00:57:25,2026-06-05 00:58:02,2026-06-05 00:57:50,11.0,1,59,0.62
2026-06-05 00:58:06,2026-06-05 00:58:06,2026-06-05 00:58:06,11.0,2,62,0.0
2026-06-05 00:58:14,2026-06-05 00:58:14,2026-06-05 00:58:14,11.0,3,66,0.0
2026-06-05 00:58:20,2026-06-05 00:58:28,2026-06-05 00:58:20,8.0,1,60,0.13
2026-06-05 00:58:36,2026-06-05 00:58:51,2026-06-05 00:58:44,11.0,2,63,0.25
2026-06-05 00:58:59,2026-06-05 00:58:59,2026-06-05 00:58:59,13.0,1,60,0.0
2026-06-05 00:59:00,2026-06-05 00:59:00,2026-06-05 00:59:00,11.0,2,62,0.0
2026-06-05 00:59:11,2026-06-05 00:59:11,2026-06-05 00:59:11,13.0,1,57,0.0
2026-06-05 00:59:26,2026-06-05 00:59:31,2026-06-05 00:59:31,16.0,2,61,0.08
2026-06-05 00:59:39,2026-06-05 00:59:45,2026-06-05 00:59:39,11.0,1,58,0.1
2026-06-05 00:59:46,2026-06-05 00:59:46,2026-06-05 00:59:46,11.0,2,61,0.0
2026-06-05 01:00:01,2026-06-05 01:00:10,2026-06-05 01:00:03,13.0,1,59,0.15
2026-06-05 01:00:11,2026-06-05 01:00:11,2026-06-05 01:00:11,12.0,2,61,0.0
2026-06-05 01:00:12,2026-06-05 01:00:36,2026-06-05 01:00:36,17.0,1,60,0.4
2026-06-05 01:00:54,2026-06-05 01:00:54,2026-06-05 01:00:54,12.0,2,61,0.0
2026-06-05 01:00:59,2026-06-05 01:00:59,2026-06-05 01:00:59,13.0,1,57,0.0
2026-06-05 01:01:02,2026-06-05 01:01:02,2026-06-05 01:01:02,16.0,3,69,0.0
2026-06-05 01:01:25,2026-06-05 01:01:25,2026-06-05 01:01:25,15.0,2,62,0.0
2026-06-05 01:01:26,2026-06-05 01:01:26,2026-06-05 01:01:26,10.0,1,58,0.0
2026-06-05 01:01:32,2026-06-05 01:01:32,2026-06-05 01:01:32,15.0,2,61,0.0
2026-06-05 01:01:33,2026-06-05 01:01:37,2026-06-05 01:01:33,16.0,1,60,0.07
2026-06-05 01:01:40,2026-06-05 01:01:40,2026-06-05 01:01:40,15.0,2,63,0.0
2026-06-05 01:01:43,2026-06-05 01:01:43,2026-06-05 01:01:43,16.0,1,57,0.0
2026-06-05 01:01:49,2026-06-05 01:01:49,2026-06-05 01:01:49,22.0,2,61,0.0
2026-06-05 01:01:56,2026-06-05 01:02:19,2026-06-05 01:02:01,19.0,1,59,0.38
2026-06-05 01:02:25,2026-06-05 01:02:25,2026-06-05 01:02:25,19.0,2,65,0.0
2026-06-05 01:02:27,2026-06-05 01:05:53,2026-06-05 01:04:07,21.0,1,60,3.43
2026-06-05 01:05:56,2026-06-05 01:05:56,2026-06-05 01:05:56,15.0,2,61,0.0
2026-06-05 01:06:10,2026-06-05 01:06:10,2026-06-05 01:06:10,11.0,1,57,0.0
2026-06-05 01:06:18,2026-06-05 01:06:18,2026-06-05 01:06:18,11.0,2,61,0.0
2026-06-05 01:06:26,2026-06-05 01:06:33,2026-06-05 01:06:26,11.0,1,57,0.12
2026-06-05 01:06:41,2026-06-05 01:06:41,2026-06-05 01:06:41,14.0,2,63,0.0
2026-06-05 01:06:43,2026-06-05 01:06:43,2026-06-05 01:06:43,15.0,1,57,0.0
2026-06-05 01:06:49,2026-06-05 01:06:49,2026-06-05 01:06:49,14.0,2,65,0.0
2026-06-05 01:06:55,2026-06-05 01:06:55,2026-06-05 01:06:55,16.0,1,57,0.0
2026-06-05 01:06:57,2026-06-05 01:06:57,2026-06-05 01:06:57,14.0,2,63,0.0
2026-06-05 01:07:03,2026-06-05 01:07:03,2026-06-05 01:07:03,17.0,1,57,0.0
2026-06-05 01:07:06,2026-06-05 01:07:06,2026-06-05 01:07:06,16.0,2,64,0.0
2026-06-05 01:07:10,2026-06-05 01:07:12,2026-06-05 01:07:12,21.0,1,60,0.03
2026-06-05 01:07:13,2026-06-05 01:07:13,2026-06-05 01:07:13,15.0,2,62,0.0
2026-06-05 01:07:14,2026-06-05 01:07:21,2026-06-05 01:07:21,22.0,1,60,0.12
2026-06-05 01:07:29,2026-06-05 01:07:29,2026-06-05 01:07:29,14.0,2,62,0.0
2026-06-05 01:07:35,2026-06-05 01:07:35,2026-06-05 01:07:35,20.0,1,60,0.0
2026-06-05 01:07:45,2026-06-05 01:07:45,2026-06-05 01:07:45,18.0,2,64,0.0
2026-06-05 01:07:54,2026-06-05 01:08:00,2026-06-05 01:08:00,10.0,1,57,0.1
2026-06-05 01:08:09,2026-06-05 01:08:09,2026-06-05 01:08:09,14.0,2,62,0.0
2026-06-05 01:08:17,2026-06-05 01:11:12,2026-06-05 01:10:01,19.0,1,60,2.92
2026-06-05 01:11:26,2026-06-05 01:11:48,2026-06-05 01:11:48,13.0,2,62,0.37
2026-06-05 01:11:53,2026-06-05 01:11:53,2026-06-05 01:11:53,13.0,1,57,0.0
2026-06-05 01:12:04,2026-06-05 01:12:04,2026-06-05 01:12:04,10.0,2,62,0.0
2026-06-05 01:12:12,2026-06-05 01:12:12,2026-06-05 01:12:12,9.0,1,57,0.0
2026-06-05 01:12:25,2026-06-05 01:12:25,2026-06-05 01:12:25,17.0,2,61,0.0
2026-06-05 01:12:27,2026-06-05 01:12:42,2026-06-05 01:12:28,16.0,1,59,0.25
2026-06-05 01:12:59,2026-06-05 01:12:59,2026-06-05 01:12:59,14.0,3,66,0.0
2026-06-05 01:13:07,2026-06-05 01:13:07,2026-06-05 01:13:07,12.0,2,61,0.0
2026-06-05 01:13:15,2026-06-05 01:13:46,2026-06-05 01:13:15,11.0,1,60,0.52
2026-06-05 01:13:55,2026-06-05 01:13:55,2026-06-05 01:13:55,16.0,3,69,0.0
2026-06-05 01:14:03,2026-06-05 01:14:18,2026-06-05 01:14:03,10.0,1,58,0.25
2026-06-05 01:14:26,2026-06-05 01:14:26,2026-06-05 01:14:26,11.0,2,63,0.0
2026-06-05 01:14:34,2026-06-05 01:14:34,2026-06-05 01:14:34,9.0,1,57,0.0
2026-06-05 01:14:42,2026-06-05 01:14:42,2026-06-05 01:14:42,10.0,2,61,0.0
2026-06-05 01:14:49,2026-06-05 01:15:13,2026-06-05 01:14:49,9.0,1,59,0.4
2026-06-05 01:15:22,2026-06-05 01:15:22,2026-06-05 01:15:22,11.0,2,61,0.0
2026-06-05 01:15:30,2026-06-05 01:15:30,2026-06-05 01:15:30,12.0,3,66,0.0
2026-06-05 01:15:33,2026-06-05 01:15:37,2026-06-05 01:15:33,16.0,1,60,0.07
2026-06-05 01:15:46,2026-06-05 01:15:46,2026-06-05 01:15:46,10.0,2,61,0.0
2026-06-05 01:16:02,2026-06-05 01:16:02,2026-06-05 01:16:02,10.0,1,60,0.0
2026-06-05 01:16:10,2026-06-05 01:16:10,2026-06-05 01:16:10,10.0,2,61,0.0
2026-06-05 01:16:22,2026-06-05 01:16:50,2026-06-05 01:16:50,15.0,1,60,0.47
2026-06-05 01:16:57,2026-06-05 01:17:06,2026-06-05 01:16:57,10.0,2,62,0.15
2026-06-05 01:17:08,2026-06-05 01:17:19,2026-06-05 01:17:14,13.0,1,57,0.18
2026-06-05 01:17:21,2026-06-05 01:17:21,2026-06-05 01:17:21,10.0,2,63,0.0
2026-06-05 01:17:27,2026-06-05 01:17:27,2026-06-05 01:17:27,13.0,1,57,0.0
2026-06-05 01:17:30,2026-06-05 01:17:30,2026-06-05 01:17:30,11.0,2,61,0.0
2026-06-05 01:17:37,2026-06-05 01:17:56,2026-06-05 01:17:46,11.0,1,59,0.32
2026-06-05 01:18:01,2026-06-05 01:18:01,2026-06-05 01:18:01,10.0,2,62,0.0
2026-06-05 01:18:19,2026-06-05 01:18:30,2026-06-05 01:18:30,12.0,1,58,0.18
2026-06-05 01:18:33,2026-06-05 01:18:33,2026-06-05 01:18:33,16.0,2,61,0.0
2026-06-05 01:18:37,2026-06-05 01:18:37,2026-06-05 01:18:37,8.0,1,60,0.0
2026-06-05 01:18:45,2026-06-05 01:18:45,2026-06-05 01:18:45,12.0,2,63,0.0
2026-06-05 01:18:48,2026-06-05 01:18:48,2026-06-05 01:18:48,13.0,1,57,0.0
2026-06-05 01:18:53,2026-06-05 01:18:53,2026-06-05 01:18:53,12.0,3,65,0.0
2026-06-05 01:19:01,2026-06-05 01:19:01,2026-06-05 01:19:01,13.0,2,61,0.0
2026-06-05 01:19:09,2026-06-05 01:19:28,2026-06-05 01:19:09,11.0,1,57,0.32
2026-06-05 01:19:46,2026-06-05 01:19:46,2026-06-05 01:19:46,10.0,2,61,0.0
2026-06-05 01:19:53,2026-06-05 01:21:28,2026-06-05 01:21:04,15.0,1,59,1.58
2026-06-05 01:21:36,2026-06-05 01:21:36,2026-06-05 01:21:36,12.0,3,67,0.0
2026-06-05 01:21:53,2026-06-05 01:22:00,2026-06-05 01:22:00,11.0,2,64,0.12
2026-06-05 01:22:08,2026-06-05 01:22:16,2026-06-05 01:22:08,12.0,1,58,0.13
2026-06-05 01:22:23,2026-06-05 01:22:31,2026-06-05 01:22:23,9.0,2,61,0.13
2026-06-05 01:22:38,2026-06-05 01:22:38,2026-06-05 01:22:38,15.0,3,69,0.0
2026-06-05 01:22:47,2026-06-05 01:22:47,2026-06-05 01:22:47,12.0,2,65,0.0
2026-06-05 01:23:15,2026-06-05 01:23:32,2026-06-05 01:23:15,13.0,1,59,0.28
2026-06-05 01:23:41,2026-06-05 01:23:41,2026-06-05 01:23:41,10.0,2,63,0.0
2026-06-05 01:23:49,2026-06-05 01:23:49,2026-06-05 01:23:49,8.0,1,57,0.0
2026-06-05 01:24:05,2026-06-05 01:24:05,2026-06-05 01:24:05,17.0,3,72,0.0
2026-06-05 01:24:13,2026-06-05 01:24:45,2026-06-05 01:24:29,15.0,1,60,0.53
2026-06-05 01:25:01,2026-06-05 01:25:01,2026-06-05 01:25:01,10.0,2,62,0.0
2026-06-05 01:25:12,2026-06-05 01:25:56,2026-06-05 01:25:49,12.0,1,60,0.73
2026-06-05 01:26:05,2026-06-05 01:26:05,2026-06-05 01:26:05,10.0,2,62,0.0
2026-06-05 01:26:13,2026-06-05 01:26:20,2026-06-05 01:26:13,8.0,1,57,0.12
2026-06-05 01:26:35,2026-06-05 01:26:35,2026-06-05 01:26:35,9.0,2,64,0.0
2026-06-05 01:26:37,2026-06-05 01:26:37,2026-06-05 01:26:37,12.0,1,57,0.0
2026-06-05 01:26:44,2026-06-05 01:26:44,2026-06-05 01:26:44,9.0,2,61,0.0
2026-06-05 01:26:46,2026-06-05 01:26:47,2026-06-05 01:26:47,16.0,1,58,0.02
2026-06-05 01:26:52,2026-06-05 01:26:52,2026-06-05 01:26:52,12.0,2,63,0.0
2026-06-05 01:27:04,2026-06-05 01:28:43,2026-06-05 01:28:36,15.0,1,60,1.65
2026-06-05 01:28:52,2026-06-05 01:29:08,2026-06-05 01:28:52,11.0,2,61,0.27
2026-06-05 01:29:29,2026-06-05 01:29:53,2026-06-05 01:29:53,13.0,1,58,0.4
2026-06-05 01:29:55,2026-06-05 01:29:55,2026-06-05 01:29:55,11.0,2,63,0.0
2026-06-05 01:30:02,2026-06-05 01:30:20,2026-06-05 01:30:12,14.0,1,58,0.3
2026-06-05 01:30:25,2026-06-05 01:30:25,2026-06-05 01:30:25,11.0,2,64,0.0
2026-06-05 01:30:35,2026-06-05 01:30:43,2026-06-05 01:30:35,14.0,1,59,0.13
2026-06-05 01:30:51,2026-06-05 01:30:59,2026-06-05 01:30:59,13.0,2,65,0.13
2026-06-05 01:31:04,2026-06-05 01:31:20,2026-06-05 01:31:06,13.0,1,60,0.27
2026-06-05 01:31:28,2026-06-05 01:31:28,2026-06-05 01:31:28,10.0,2,61,0.0
2026-06-05 01:31:36,2026-06-05 01:31:40,2026-06-05 01:31:36,13.0,1,58,0.07
2026-06-05 01:31:43,2026-06-05 01:31:43,2026-06-05 01:31:43,2.0,2,61,0.0
2026-06-05 01:31:50,2026-06-05 01:31:50,2026-06-05 01:31:50,3.0,1,57,0.0
2026-06-05 01:31:59,2026-06-05 01:31:59,2026-06-05 01:31:59,9.0,2,61,0.0
2026-06-05 01:32:02,2026-06-05 01:32:07,2026-06-05 01:32:07,13.0,1,60,0.08
2026-06-05 01:32:14,2026-06-05 01:32:31,2026-06-05 01:32:14,10.0,2,64,0.28
2026-06-05 01:32:33,2026-06-05 01:32:33,2026-06-05 01:32:33,15.0,1,59,0.0
2026-06-05 01:32:44,2026-06-05 01:32:44,2026-06-05 01:32:44,10.0,2,61,0.0
2026-06-05 01:33:07,2026-06-05 01:33:16,2026-06-05 01:33:07,11.0,1,60,0.15
2026-06-05 01:33:23,2026-06-05 01:33:23,2026-06-05 01:33:23,9.0,2,61,0.0
2026-06-05 01:33:44,2026-06-05 01:34:00,2026-06-05 01:34:00,13.0,1,59,0.27
2026-06-05 01:34:03,2026-06-05 01:34:31,2026-06-05 01:34:16,14.0,2,64,0.47
2026-06-05 01:34:45,2026-06-05 01:34:52,2026-06-05 01:34:48,14.0,1,60,0.12
2026-06-05 01:35:04,2026-06-05 01:35:12,2026-06-05 01:35:12,14.0,3,66,0.13
2026-06-05 01:35:20,2026-06-05 01:35:20,2026-06-05 01:35:20,8.0,1,60,0.0
2026-06-05 01:35:28,2026-06-05 01:35:28,2026-06-05 01:35:28,11.0,3,67,0.0
2026-06-05 01:35:36,2026-06-05 01:35:58,2026-06-05 01:35:44,15.0,2,64,0.37
2026-06-05 01:36:08,2026-06-05 01:36:12,2026-06-05 01:36:08,15.0,1,59,0.07
2026-06-05 01:36:13,2026-06-05 01:36:13,2026-06-05 01:36:13,12.0,2,61,0.0
2026-06-05 01:36:20,2026-06-05 01:36:33,2026-06-05 01:36:20,13.0,1,60,0.22
2026-06-05 01:36:42,2026-06-05 01:36:48,2026-06-05 01:36:42,14.0,2,63,0.1
2026-06-05 01:36:53,2026-06-05 01:37:15,2026-06-05 01:37:11,16.0,1,59,0.37
2026-06-05 01:37:27,2026-06-05 01:37:27,2026-06-05 01:37:27,14.0,2,61,0.0
2026-06-05 01:37:33,2026-06-05 01:39:31,2026-06-05 01:37:33,16.0,1,59,1.97
2026-06-05 01:39:47,2026-06-05 01:39:47,2026-06-05 01:39:47,9.0,2,61,0.0
2026-06-05 01:40:08,2026-06-05 01:41:22,2026-06-05 01:41:06,15.0,1,60,1.23
2026-06-05 01:41:29,2026-06-05 01:41:29,2026-06-05 01:41:29,9.0,2,61,0.0
2026-06-05 01:41:46,2026-06-05 01:42:24,2026-06-05 01:42:24,10.0,1,60,0.63
2026-06-05 01:42:27,2026-06-05 01:42:27,2026-06-05 01:42:27,14.0,3,68,0.0
2026-06-05 01:42:34,2026-06-05 01:42:34,2026-06-05 01:42:34,9.0,1,60,0.0
2026-06-05 01:42:42,2026-06-05 01:42:42,2026-06-05 01:42:42,8.0,2,61,0.0
2026-06-05 01:42:49,2026-06-05 01:43:27,2026-06-05 01:42:49,12.0,1,60,0.63
2026-06-05 01:43:29,2026-06-05 01:43:29,2026-06-05 01:43:29,9.0,2,61,0.0
2026-06-05 01:43:33,2026-06-05 01:43:33,2026-06-05 01:43:33,12.0,1,58,0.0
2026-06-05 01:43:45,2026-06-05 01:43:45,2026-06-05 01:43:45,11.0,2,63,0.0
2026-06-05 01:43:53,2026-06-05 01:43:53,2026-06-05 01:43:53,7.0,1,57,0.0
2026-06-05 01:44:00,2026-06-05 01:44:25,2026-06-05 01:44:17,11.0,2,65,0.42
2026-06-05 01:44:31,2026-06-05 01:44:32,2026-06-05 01:44:31,15.0,1,60,0.02
2026-06-05 01:44:39,2026-06-05 01:44:39,2026-06-05 01:44:39,12.0,3,66,0.0
2026-06-05 01:44:41,2026-06-05 01:45:02,2026-06-05 01:45:02,15.0,2,62,0.35
2026-06-05 01:45:18,2026-06-05 01:45:18,2026-06-05 01:45:18,1.0,1,60,0.0
2026-06-05 01:45:25,2026-06-05 01:45:25,2026-06-05 01:45:25,8.0,2,61,0.0
2026-06-05 01:45:27,2026-06-05 01:45:27,2026-06-05 01:45:27,10.0,1,58,0.0
2026-06-05 01:45:34,2026-06-05 01:45:34,2026-06-05 01:45:34,16.0,3,70,0.0
2026-06-05 01:45:42,2026-06-05 01:45:42,2026-06-05 01:45:42,5.0,1,57,0.0
2026-06-05 01:46:06,2026-06-05 01:46:06,2026-06-05 01:46:06,9.0,2,63,0.0
2026-06-05 01:46:08,2026-06-05 01:46:08,2026-06-05 01:46:08,13.0,1,59,0.0
2026-06-05 01:46:14,2026-06-05 01:46:14,2026-06-05 01:46:14,12.0,2,65,0.0
2026-06-05 01:46:35,2026-06-05 01:47:03,2026-06-05 01:47:03,13.0,1,58,0.47
2026-06-05 01:47:08,2026-06-05 01:47:08,2026-06-05 01:47:08,10.0,2,63,0.0
2026-06-05 01:47:41,2026-06-05 01:47:43,2026-06-05 01:47:41,10.0,1,60,0.03
2026-06-05 01:47:47,2026-06-05 01:48:03,2026-06-05 01:47:47,13.0,2,64,0.27
2026-06-05 01:48:11,2026-06-05 01:48:11,2026-06-05 01:48:11,6.0,1,60,0.0
2026-06-05 01:48:20,2026-06-05 01:48:27,2026-06-05 01:48:20,13.0,2,61,0.12
2026-06-05 01:48:30,2026-06-05 01:48:50,2026-06-05 01:48:50,15.0,1,60,0.33
2026-06-05 01:48:56,2026-06-05 01:48:56,2026-06-05 01:48:56,19.0,3,65,0.0
2026-06-05 01:48:57,2026-06-05 01:49:10,2026-06-05 01:48:57,13.0,1,59,0.22
2026-06-05 01:49:13,2026-06-05 01:49:13,2026-06-05 01:49:13,11.0,2,63,0.0
2026-06-05 01:49:21,2026-06-05 01:49:21,2026-06-05 01:49:21,7.0,1,59,0.0
2026-06-05 01:49:30,2026-06-05 01:49:30,2026-06-05 01:49:30,11.0,2,61,0.0
2026-06-05 01:49:50,2026-06-05 01:52:09,2026-06-05 01:51:00,14.0,1,59,2.32
2026-06-05 01:52:25,2026-06-05 01:52:25,2026-06-05 01:52:25,12.0,2,63,0.0
2026-06-05 01:52:39,2026-06-05 01:52:58,2026-06-05 01:52:49,12.0,1,59,0.32
2026-06-05 01:53:02,2026-06-05 01:53:02,2026-06-05 01:53:02,17.0,2,61,0.0
2026-06-05 01:53:05,2026-06-05 01:53:05,2026-06-05 01:53:05,8.0,1,59,0.0
2026-06-05 01:53:21,2026-06-05 01:53:45,2026-06-05 01:53:41,18.0,2,64,0.4
2026-06-05 01:53:52,2026-06-05 01:54:23,2026-06-05 01:53:52,13.0,1,59,0.52
2026-06-05 01:54:25,2026-06-05 01:54:25,2026-06-05 01:54:25,15.0,3,67,0.0
2026-06-05 01:54:47,2026-06-05 01:54:49,2026-06-05 01:54:47,13.0,1,57,0.03
